;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2015;Total_vu_2015;Alquiler_mes_vc_m2_2015;Alquiler_mes_vu_m2_2015;Total_vc_2016;Total_vu_2016;Alquiler_mes_vc_m2_2016;Alquiler_mes_vu_m2_2016;Total_vc_2017;Total_vu_2017;Alquiler_mes_vc_m2_2017;Alquiler_mes_vu_m2_2017;Total_vc_2018;Total_vu_2018;Alquiler_mes_vc_m2_2018;Alquiler_mes_vu_m2_2018;Total_vc_2019;Total_vu_2019;Alquiler_mes_vc_m2_2019;Alquiler_mes_vu_m2_2019;Total_vc_2020;Total_vu_2020;Alquiler_mes_vc_m2_2020;Alquiler_mes_vu_m2_2020;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2003;Poblacion_2004;Poblacion_2005;Poblacion_2006;Poblacion_2007;Poblacion_2008;Poblacion_2009;Poblacion_2010;Poblacion_2011;Poblacion_2012;Poblacion_2013;Poblacion_2014;Poblacion_2015;Poblacion_2016;Poblacion_2017;Poblacion_2018;Poblacion_2019;Poblacion_2020;Poblacion_2021;Poblacion_2022;Inmuebles_totales;Viviendas_turisticas_2020;Viviendas_turisticas_2021;Viviendas_turisticas_2022;Turistas_2020;Turistas_2021;Turistas_2022;Total_casas_alquiler_2015;Porcentaje_viviendas_alquiler_2015;Porcentaje_vc_alquiler_2015;Porcentaje_vu_alquiler_2015;Total_casas_alquiler_2016;Porcentaje_viviendas_alquiler_2016;Porcentaje_vc_alquiler_2016;Porcentaje_vu_alquiler_2016;Total_casas_alquiler_2017;Porcentaje_viviendas_alquiler_2017;Porcentaje_vc_alquiler_2017;Porcentaje_vu_alquiler_2017;Total_casas_alquiler_2018;Porcentaje_viviendas_alquiler_2018;Porcentaje_vc_alquiler_2018;Porcentaje_vu_alquiler_2018;Total_casas_alquiler_2019;Porcentaje_viviendas_alquiler_2019;Porcentaje_vc_alquiler_2019;Porcentaje_vu_alquiler_2019;Porcentaje_viviendas_turisticas_2020;Total_casas_alquiler_2020;Porcentaje_viviendas_alquiler_2020;Porcentaje_vc_alquiler_2020;Porcentaje_vu_alquiler_2020;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021;Porcentaje_viviendas_turisticas_2022
Coronada, La;6;Badajoz;6039;1.0;3.0;2.6882137407075435;2.0869573500929373;127.25;6.0;2.5916191089516674;2.217983874765846;1.0;3.0;2.600684885484929;2.1847452700518994;142.94117647058823;1.0;2.7019875225094183;2.222312082286;1.0;5.0;2.845962236077408;2.3179500937976583;1.0;6.0;2.947346072774126;2.339262643705003;1.0;5.0;2.962972945965435;2.3957267070095725;Extremadura;2367.0;2340.0;2337.0;2300.0;2260.0;2238.0;2239.0;2231.0;2234.0;2242.0;2208.0;2197.0;2195.0;2200.0;2193.0;2182.0;2162.0;2165.0;2175.0;2172.0;1407.0;0.0;0.0;0.0;1189.0;1759.0;1770.0;4.0;0.28429282160625446;0.07107320540156362;0.21321961620469082;133.25;9.470504619758351;9.044065387348969;0.42643923240938164;4.0;0.28429282160625446;0.07107320540156362;0.21321961620469082;143.94117647058823;10.230360801036833;10.159287595635268;0.07107320540156362;6.0;0.42643923240938164;0.07107320540156362;0.35536602700781805;0.0;7.0;0.4975124378109453;0.07107320540156362;0.42643923240938164;0.0;6.0;0.42643923240938164;0.07107320540156362;0.35536602700781805;0.0
Coronil, El;41;Sevilla;41036;348.1044776119403;5.0;4.024285818356514;3.1852737319869755;379.67605633802816;5.0;4.1017198722384745;3.233098963700706;404.2027027027027;8.0;4.137275703419122;3.217855723634579;435.36486486486484;7.0;4.292142202312936;3.3102703601738472;452.55405405405406;9.0;4.512213926838329;3.458140479365092;1.0;7.0;4.691556399380442;3.484119177076676;2.0;7.0;4.939061551348131;3.524814792568226;Andalucía;5085.0;5044.0;5044.0;5033.0;5045.0;5045.0;5048.0;5042.0;5024.0;5022.0;5001.0;4996.0;4946.0;4855.0;4830.0;4807.0;4746.0;4717.0;4699.0;4720.0;2420.0;3.0;6.0;17.0;3338.0;793.0;1264.0;353.1044776119403;12.937012124231854;9.91927050180611;0.2066115702479339;384.67605633802816;14.462089661512866;11.067323643889669;0.2066115702479339;412.2027027027027;15.516414019866337;11.81905789801226;0.3305785123966942;442.36486486486484;16.606676256900272;12.869321774386531;0.2892561983471074;461.55405405405406;16.748951469283693;12.956730684675858;0.371900826446281;0.12396694214876033;8.0;0.3305785123966942;0.04132231404958678;0.2892561983471074;0.24793388429752067;9.0;0.371900826446281;0.08264462809917356;0.2892561983471074;0.7024793388429752
Corral de Almaguer;45;Toledo;45054;29.0;18.0;3.30729166666667;2.12765957446809;27.0;17.0;3.16748903508772;1.80837148463048;35.0;21.0;3.1918505942275;2.21901260504202;42.0;22.0;2.58620689655172;2.23529411764706;33.0;24.0;3.14144736842105;2.60869565217391;36.0;30.0;3.125;2.44755244755245;37.0;29.0;3.125;2.54125412541254;Castilla-La Mancha;5631.0;5693.0;5904.0;5966.0;6043.0;6194.0;6257.0;6300.0;6258.0;6235.0;6115.0;5590.0;5677.0;5536.0;5443.0;5355.0;5352.0;5246.0;5068.0;4827.0;3642.0;2.0;5.0;2.0;4847.0;11513.0;14769.0;47.0;1.2904997254255903;0.7962657880285557;0.4942339373970346;44.0;1.2081274025260846;0.7413509060955519;0.46677649643053265;56.0;1.5376166941241076;0.9610104338275672;0.5766062602965404;64.0;1.757276221856123;1.1532125205930808;0.6040637012630423;57.0;1.5650741350906097;0.9060955518945635;0.6589785831960461;0.054914881933003847;66.0;1.812191103789127;0.9884678747940692;0.8237232289950577;0.1372872048325096;66.0;1.812191103789127;1.0159253157605712;0.7962657880285557;0.054914881933003847
Corrales de Buelna, Los;39;Cantabria;39025;97.0;26.0;4.13419913419913;3.77358490566038;134.0;29.0;3.84615384615385;3.6229035639413;151.0;30.0;4.01457004096838;3.78378378378378;162.0;38.0;4.03056818181818;3.85321100917431;177.0;41.0;4.26037720959596;3.99062855959408;230.0;58.0;4.51612903225806;3.83358471593766;256.0;56.0;4.68218537414966;3.95816415273012;Cantabria;10872.0;10825.0;10958.0;11091.0;11223.0;11513.0;11610.0;11622.0;11623.0;11519.0;11448.0;11230.0;11077.0;11003.0;10912.0;10910.0;10841.0;10767.0;10703.0;10742.0;5817.0;7.0;27.0;27.0;10198.0;9920.0;8305.0;123.0;2.114492006188757;1.6675262162626783;0.4469657899260787;163.0;2.802131682998109;2.3035929173113288;0.4985387656867801;181.0;3.111569537562317;2.5958397799553032;0.5157297576070139;200.0;3.4381983840467596;2.784940691077875;0.6532576929688843;218.0;3.747636238610968;3.042805569881382;0.7048306687295857;0.12033694344163658;288.0;4.951005673027334;3.9539281416537735;0.9970775313735603;0.46415678184631254;312.0;5.363589479112945;4.400893931579852;0.9626955475330926;0.46415678184631254
Corrales, Los;41;Sevilla;41037;1.0;2.0;4.024285818356514;3.1852737319869755;1.0;3.0;4.1017198722384745;3.233098963700706;1.0;2.0;4.137275703419122;3.217855723634579;2.0;4.0;4.292142202312936;3.3102703601738472;452.55405405405406;7.0;4.512213926838329;3.458140479365092;472.49411764705883;17.0;4.691556399380442;1.54810625790609;0.0;12.0;4.939061551348131;1.85621396147712;Andalucía;4086.0;4084.0;4095.0;4088.0;4076.0;4081.0;4073.0;4063.0;4044.0;4090.0;4047.0;4029.0;4003.0;3987.0;3997.0;3958.0;3941.0;3938.0;3985.0;3984.0;1869.0;0.0;1.0;2.0;424.0;698.0;2286.0;3.0;0.16051364365971107;0.05350454788657036;0.10700909577314072;4.0;0.21401819154628143;0.05350454788657036;0.16051364365971107;3.0;0.16051364365971107;0.05350454788657036;0.10700909577314072;6.0;0.32102728731942215;0.10700909577314072;0.21401819154628143;459.55405405405406;16.748951469283693;12.956730684675858;0.37453183520599254;0.0;489.49411764705883;19.58492249954232;15.751267352445508;0.9095773140716961;0.05350454788657036;12.0;0.6420545746388443;0.0;0.6420545746388443;0.10700909577314072
Cortegana;21;Huelva;21025;9.0;24.0;3.801265468275571;2.5;15.0;27.0;2.375;2.48456790123457;13.0;32.0;2.52314814814815;2.67857142857143;13.0;24.0;2.48958333333333;2.62345679012346;15.0;28.0;2.95634920634921;2.125;23.0;44.0;3.19280617445755;2.38095238095238;22.0;45.0;3.25550458715596;2.98202614379085;Andalucía;5005.0;4988.0;4952.0;5039.0;4977.0;5026.0;4965.0;4939.0;4896.0;4914.0;4898.0;5025.0;4931.0;4853.0;4812.0;4735.0;4666.0;4602.0;4635.0;4636.0;2860.0;7.0;10.0;16.0;2931.0;4197.0;4497.0;33.0;1.1538461538461537;0.3146853146853147;0.8391608391608392;42.0;1.4685314685314685;0.5244755244755245;0.9440559440559441;45.0;1.5734265734265733;0.45454545454545453;1.118881118881119;37.0;1.2937062937062938;0.45454545454545453;0.8391608391608392;43.0;1.5034965034965035;0.5244755244755245;0.9790209790209791;0.24475524475524477;67.0;2.3426573426573425;0.8041958041958042;1.5384615384615385;0.34965034965034963;67.0;2.3426573426573425;0.7692307692307693;1.5734265734265733;0.5594405594405595
Cortes de Baza;18;Granada;18053;207.44303797468353;2.0;3.5918550937622813;3.0146096959099107;224.6867469879518;1.0;3.5714521874700207;2.974507567611823;243.72093023255815;2.0;3.659736586129634;3.0343007743832207;242.18478260869566;1.0;3.641980161135367;2.9844970250563225;243.06382978723406;2.0;3.9227075022872366;3.241378572832823;252.78378378378378;6.0;4.003230697966841;3.1980922242513095;0.0;5.0;4.206384226479411;3.2762375705642435;Andalucía;2435.0;2388.0;2335.0;2206.0;2167.0;2347.0;2266.0;2259.0;2265.0;2219.0;2204.0;2098.0;2058.0;1993.0;1940.0;1901.0;1869.0;1844.0;1870.0;1824.0;1202.0;5.0;12.0;18.0;2309.0;2528.0;5180.0;209.44303797468353;12.937012124231854;9.91927050180611;0.16638935108153077;225.6867469879518;14.462089661512866;11.067323643889669;0.08319467554076539;245.72093023255815;15.516414019866337;11.81905789801226;0.16638935108153077;243.18478260869566;16.606676256900272;12.869321774386531;0.08319467554076539;245.06382978723406;16.748951469283693;12.956730684675858;0.16638935108153077;0.415973377703827;258.78378378378375;19.58492249954232;15.751267352445508;0.49916805324459235;0.9983361064891847;5.0;0.415973377703827;0.0;0.415973377703827;1.497504159733777
Cortes de la Frontera;29;Málaga;29046;2.0;4.0;4.768281922682934;4.065322425424814;7.0;6.0;4.821002657113423;4.022034037351878;6.0;6.0;4.938303928847598;3.983050856041279;7.0;12.0;5.158224549892115;0.721649484536082;8.0;18.0;5.6636270957052055;0.952380952380952;14.0;19.0;2.68421052631579;0.881048775785618;10.0;20.0;2.58449435355208;1.50129906607682;Andalucía;3523.0;3558.0;3686.0;3758.0;3738.0;3762.0;3714.0;3642.0;3586.0;3540.0;3461.0;3357.0;3304.0;3277.0;3268.0;3181.0;3101.0;3065.0;3034.0;2986.0;2391.0;14.0;41.0;56.0;2926.0;3814.0;5161.0;6.0;0.25094102885821834;0.0836470096194061;0.1672940192388122;13.0;0.5437055625261397;0.2927645336679214;0.25094102885821834;12.0;0.5018820577164367;0.25094102885821834;0.25094102885821834;19.0;0.794646591384358;0.2927645336679214;0.5018820577164367;26.0;1.0874111250522793;0.3345880384776244;0.7528230865746549;0.5855290673358428;33.0;1.3801756587202008;0.5855290673358428;0.794646591384358;1.7147636971978253;30.0;1.2547051442910917;0.41823504809703055;0.8364700961940611;2.342116269343371
Coruña, A;15;Coruña, A;15030;641.0;165.0;5.07246376811594;3.37837837837838;740.5;180.0;5.13157894736842;3.39181286549708;800.0;199.0;5.23009062898225;3.51475404124861;846.0;201.0;5.37634408602151;3.69395711500975;857.0;215.0;5.68576388888889;3.85606661379857;1007.5;276.0;5.91397849462366;3.81158375390531;994.0;283.5;6.11731843575419;3.92340159622171;Galicia;27062.25;27568.875;28349.375;28870.0;29602.25;30050.75;30496.75;30889.75;31108.5;31420.0;31512.5;31486.5;31552.0;31416.0;31612.5;32024.5;32220.5;32534.5;32642.0;32878.5;17032.5;120.5;238.5;246.0;56295.0;63498.5;87215.5;827.2611940298507;9.824497797830057;9.703647008271565;0.12085078955849178;908.6901408450705;10.72617896659147;10.605328177032979;0.12085078955849178;991.0;11.496938446664519;11.363331184874852;0.13360726178966592;1050.5;12.187802126973896;12.052852078633581;0.13495004834031582;1101.5;12.57989579976367;12.435546245568805;0.14434955419486517;0.3732946610806746;1289.5;15.010339456440004;14.825034912450317;0.1853045439896874;0.7096626920184768;1288.0;15.425260500590825;15.15865405531363;0.19470404984423675;0.8607261789665914
Corvera de Asturias;33;Asturias;33020;274.0;47.0;4.1025641025641;3.15561224489796;328.0;66.0;4.18604651162791;3.44227934402064;339.0;71.0;4.26296296296296;3.7024574690134;361.0;69.0;4.3010752688172;3.68328173374613;344.0;71.0;4.48717948717949;3.68328173374613;455.0;94.0;4.54545454545455;4.19676642586859;472.0;97.0;4.62509287589432;4.375;Asturias, Principado de;15795.0;15924.0;15769.0;15787.0;15723.0;15785.0;15955.0;16109.0;16236.0;16216.0;16146.0;16153.0;16088.0;15968.0;15871.0;15721.0;15549.0;15525.0;15570.0;15563.0;8765.0;6.0;12.0;14.0;6769.0;8194.0;7771.0;321.0;3.6622932116371936;3.1260695949800343;0.5362236166571591;394.0;4.495151169423845;3.742156303479749;0.7529948659440958;410.0;4.677695379349686;3.867655447803765;0.8100399315459212;430.0;4.905875641756988;4.1186537364517966;0.7872219053051911;415.0;4.734740444951512;3.9247005134055906;0.8100399315459212;0.06845407872219053;549.0;6.2635482030804335;5.191100969766115;1.0724472333143182;0.13690815744438106;569.0;6.491728465487736;5.385054192812322;1.1066742726754135;0.15972618368511124
Corvera de Toranzo;39;Cantabria;39026;11.0;5.0;2.96245421245421;3.8105273171843725;17.0;6.0;4.44821555930931;3.864844509768059;20.0;7.0;3.89583333333333;3.706594877528581;21.0;6.0;4.08333333333333;3.843694752854037;30.0;7.0;4.0;4.021105875657109;44.0;10.0;4.0;3.72093023255814;47.0;13.0;3.98720349563046;3.03030303030303;Cantabria;2183.0;2184.0;2221.0;2199.0;2199.0;2202.0;2208.0;2194.0;2191.0;2159.0;2165.0;2121.0;2080.0;2074.0;2055.0;2041.0;2039.0;2042.0;2054.0;2115.0;1586.0;15.0;34.0;45.0;139.0;1043.0;972.0;16.0;1.008827238335435;0.6935687263556116;0.31525851197982346;23.0;1.450189155107188;1.0718789407313998;0.37831021437578816;27.0;1.7023959646910467;1.2610340479192939;0.44136191677175285;27.0;1.7023959646910467;1.3240857503152585;0.37831021437578816;37.0;2.3329129886506936;1.8915510718789408;0.44136191677175285;0.9457755359394704;54.0;3.4047919293820934;2.7742749054224465;0.6305170239596469;2.1437578814627996;60.0;3.7831021437578816;2.9634300126103406;0.819672131147541;2.837326607818411
Coslada;28;Madrid;28049;641.0;67.0;7.189410066524745;5.848594664647919;740.5;73.0;7.226342920935124;5.0462962962963;800.0;87.0;7.373875585001926;5.13083735909823;846.0;88.0;7.75295356817097;5.26315789473684;857.0;90.0;8.33333333333333;6.42366399296037;1007.5;101.0;8.5;5.93632384748486;994.0;101.0;8.69306418219462;6.20689655172414;Madrid, Comunidad de;27062.25;27568.875;28349.375;28870.0;29602.25;30050.75;30496.75;30889.75;31108.5;31420.0;31512.5;31486.5;31552.0;31416.0;31612.5;32024.5;32220.5;32534.5;32642.0;32878.5;17032.5;60.0;106.0;60.0;56295.0;63498.5;87215.5;827.2611940298507;7.727960943052251;7.520934400395514;0.20702654265673764;908.6901408450705;8.67657510119581;8.451008868151902;0.22556623304390816;991.0;9.38108333590829;9.112257825294318;0.26882551061397275;1050.5;9.875475079566172;9.603559620554337;0.2719154590118345;1101.5;10.450205481568458;10.1721101257609;0.278095355807558;0.18539690387170535;1289.5;11.133084077495905;10.82099928931187;0.31208478818403734;0.3275345301733461;1288.0;11.553317059605105;11.241232271421067;0.31208478818403734;0.18539690387170535
Cospeito;27;Lugo;27015;5.0;12.0;2.502693817663434;1.58730158730159;6.0;16.0;2.4957823936809445;1.19047619047619;7.0;12.0;2.6024153758545157;1.19047619047619;8.0;17.0;2.6310511624117523;1.2752380952381;8.0;21.0;2.725901717184794;1.51349565394195;8.0;31.0;2.7938783308985915;1.57160055622306;14.0;38.0;1.89033679183136;1.66489900425429;Galicia;5609.0;5548.0;5500.0;5409.0;5349.0;5275.0;5231.0;5170.0;5088.0;5047.0;4954.0;4892.0;4827.0;4754.0;4665.0;4596.0;4484.0;4395.0;4374.0;4342.0;3086.0;9.0;19.0;21.0;1617.0;1925.0;2741.0;17.0;0.5508749189889826;0.16202203499675957;0.38885288399222295;22.0;0.712896953985742;0.19442644199611148;0.5184705119896306;19.0;0.6156837329876863;0.22683084899546338;0.38885288399222295;25.0;0.8101101749837978;0.2592352559948153;0.5508749189889826;29.0;0.9397278029812054;0.2592352559948153;0.6804925469863902;0.2916396629941672;39.0;1.2637718729747245;0.2592352559948153;1.0045366169799093;0.6156837329876863;52.0;1.6850291639662993;0.45366169799092676;1.2313674659753726;0.6804925469863902
Covelo;36;Pontevedra;36013;4.0;10.0;3.679316441086854;2.32491228070175;5.0;14.0;3.639107880685137;2.77777777777778;5.0;15.0;3.647923242463662;2.22512449956059;5.0;16.0;3.760665124256899;1.70068027210884;4.0;20.0;3.9538603356187467;2.38866529236609;8.0;24.0;4.054355116814367;2.8169014084507;10.0;30.0;4.37078934137758;3.31024303824292;Galicia;3751.0;3730.0;3652.0;3602.0;3515.0;3457.0;3399.0;3341.0;3235.0;2931.0;2800.0;2719.0;2617.0;2528.0;2505.0;2417.0;2396.0;2368.0;2455.0;2480.0;1823.0;21.0;41.0;40.0;3532.0;9812.0;5247.0;14.0;0.7679648930334614;0.21941854086670323;0.5485463521667581;19.0;1.0422380691168405;0.27427317608337903;0.7679648930334614;20.0;1.0970927043335161;0.27427317608337903;0.8228195282501372;21.0;1.151947339550192;0.27427317608337903;0.8776741634668129;24.0;1.3165112452002194;0.21941854086670323;1.0970927043335161;1.151947339550192;32.0;1.7553483269336259;0.43883708173340646;1.3165112452002194;2.249040043883708;40.0;2.1941854086670323;0.5485463521667581;1.6456390565002743;2.1941854086670323
Cox;3;Alicante;3058;23.0;49.0;2.61208576998051;2.48893805309734;28.0;59.0;2.54237288135593;2.5263269864908;33.0;61.0;2.69851624940121;2.56067203115814;43.0;71.0;2.69840137025407;2.62986643932935;46.0;75.0;3.07692307692308;2.90792358283746;60.0;94.0;3.07692307692308;2.89256198347107;58.0;95.0;3.12394530688603;2.96610169491525;Comunitat Valenciana;6355.0;6377.0;6477.0;6464.0;6414.0;6642.0;6826.0;6957.0;7029.0;7077.0;7135.0;7188.0;7229.0;7193.0;7192.0;7226.0;7297.0;7386.0;7427.0;7431.0;3069.0;1.0;1.0;1.0;8022.0;7865.0;8391.0;72.0;2.346041055718475;0.7494297816878462;1.5966112740306289;87.0;2.8347996089931575;0.9123492994460737;1.9224503095470837;94.0;3.0628869338546756;1.075268817204301;1.9876181166503748;114.0;3.7145650048875853;1.4011078527207559;2.3134571521668295;121.0;3.942652329749104;1.4988595633756925;2.4437927663734116;0.03258390355164549;154.0;5.017921146953405;1.9550342130987293;3.0628869338546756;0.03258390355164549;153.0;4.9853372434017595;1.8898664059954382;3.0954708374063213;0.03258390355164549
Coín;29;Málaga;29042;72.0;77.0;3.41760299625468;3.50919365721997;84.0;83.0;3.33333333333333;3.84615384615385;95.0;104.0;3.4349887495982;4.06976744186047;133.0;103.0;3.76851288293772;4.21793921423277;146.0;121.0;4.21052631578947;4.55548274355614;209.0;157.0;4.61106309420916;4.65873090429184;212.0;169.0;4.94040017028523;5.31258482991156;Andalucía;19213.0;19295.0;20116.0;20551.0;20870.0;21484.0;21866.0;22030.0;22159.0;21791.0;22536.0;21553.0;21561.0;21456.0;21562.0;21716.0;22147.0;22673.0;23375.0;24309.0;10622.0;95.0;212.0;210.0;39356.0;48271.0;79256.0;149.0;1.4027490114855958;0.6778384485031067;0.7249105629824891;167.0;1.5722086236113726;0.7908115232536246;0.7813971003577481;199.0;1.87347015627942;0.8943701751082659;0.9790999811711542;236.0;2.22180380342685;1.2521182451515722;0.9696855582752777;267.0;2.513650913199021;1.3745057427979666;1.1391451704010545;0.8943701751082659;366.0;3.445678779890793;1.9676143852381849;1.4780643946526077;1.9958576539258144;381.0;3.58689512332894;1.9958576539258144;1.5910374694031255;1.9770288081340615
Crecente;36;Pontevedra;36014;431.40384615384613;46.51923076923077;3.679316441086854;2.755972941741644;468.45283018867923;50.092592592592595;3.639107880685137;2.794116091309617;508.39622641509436;54.472727272727276;3.647923242463662;2.8958905844551155;544.4716981132076;57.285714285714285;3.760665124256899;2.7684354439444303;564.6346153846154;60.44642857142857;3.9538603356187467;2.979682710745955;666.2678571428571;77.3157894736842;4.054355116814367;2.926988937643737;1.0;12.0;4.185609799188884;3.1170208572139;Galicia;2779.0;2756.0;2748.0;2677.0;2698.0;2652.0;2596.0;2540.0;2533.0;2367.0;2314.0;2261.0;2252.0;2131.0;2082.0;2032.0;2012.0;1994.0;1961.0;1937.0;1498.0;4.0;8.0;11.0;10595.0;12910.0;14189.0;477.9230769230769;12.937012124231854;9.91927050180611;2.8365109220462323;518.5454227812718;14.462089661512866;11.067323643889669;3.2345703288076355;562.8689536878217;15.516414019866337;11.81905789801226;3.6113574520014247;601.7574123989219;16.606676256900272;12.869321774386531;3.8241464810223156;625.0810439560439;16.748951469283693;12.956730684675858;3.9393673458988454;0.26702269692923897;743.5836466165413;19.58492249954232;15.751267352445508;4.817932742879729;0.5340453938584779;13.0;0.8678237650200267;0.06675567423230974;0.8010680907877169;0.7343124165554072
Creixell;43;Tarragona;43050;66.0;75.0;5.0;4.30113052415211;74.0;84.0;5.08474576271186;4.65116279069767;91.0;99.0;5.17879948914432;4.91852622602787;98.0;115.0;5.50847457627119;4.9748343384707;97.0;122.0;6.07436740934014;5.40178571428571;155.0;135.0;6.57943349753695;5.44727636181909;163.0;138.0;6.71641791044776;5.59569020814848;Cataluña;2326.0;2411.0;2441.0;2758.0;2952.0;3154.0;3219.0;3319.0;3386.0;3431.0;3455.0;3480.0;3492.0;3467.0;3465.0;3526.0;3642.0;3758.0;3912.0;3981.0;4025.0;79.0;154.0;165.0;19750.0;24683.0;36550.0;141.0;3.5031055900621118;1.639751552795031;1.8633540372670807;158.0;3.9254658385093166;1.8385093167701863;2.0869565217391304;190.0;4.720496894409938;2.260869565217391;2.459627329192547;213.0;5.291925465838509;2.4347826086956523;2.857142857142857;219.0;5.440993788819876;2.409937888198758;3.031055900621118;1.9627329192546583;290.0;7.204968944099379;3.8509316770186337;3.3540372670807455;3.8260869565217392;301.0;7.478260869565218;4.049689440993789;3.4285714285714284;4.099378881987578
Crevillent;3;Alicante;3059;146.0;34.0;2.55102040816327;2.94117647058824;201.0;49.0;2.66966135109086;2.7146206927058;213.0;48.0;2.69922620842126;2.9065;247.0;56.0;2.81650641025641;3.17460317460317;289.0;58.0;2.93335419274093;3.2183908045977;343.0;72.0;2.98655218379989;3.17460317460317;360.0;75.0;3.15142942227516;3.23529411764706;Comunitat Valenciana;26260.0;26632.0;27323.0;27815.0;28172.0;28432.0;28609.0;28738.0;28362.0;28439.0;28382.0;28328.0;28465.0;28691.0;28836.0;28957.0;28952.0;29536.0;29717.0;29881.0;15446.0;37.0;60.0;54.0;55848.0;51862.0;81606.0;180.0;1.1653502524925548;0.9452285381328499;0.2201217143597048;250.0;1.6185420173507705;1.3013077819500194;0.317234235400751;261.0;1.6897578661142043;1.3789977987828563;0.3107600673313479;303.0;1.9616729250291338;1.5991195131425613;0.3625534118865726;347.0;2.2465363200828694;1.8710345720574906;0.3755017480253787;0.23954421856791402;415.0;2.686779748802279;2.2206396478052572;0.46614010099702186;0.3884500841641849;435.0;2.8162631101903406;2.3307005049851095;0.48556260520523115;0.3496050757477664
Cuarte de Huerva;50;Zaragoza;50089;440.0;47.0;5.28846153846154;3.96613190730838;513.0;56.0;5.37567204301075;3.79001883239171;618.0;56.0;5.5421686746988;3.74378109452736;721.0;60.0;5.72289156626506;4.04040404040404;705.0;62.0;6.14035087719298;4.16666666666667;937.0;78.0;6.37327847805789;4.16666666666667;979.0;75.0;6.57894736842105;4.46007530120482;Aragón;2249.0;2582.0;3078.0;3837.0;4726.0;6404.0;7687.0;8658.0;9564.0;10394.0;11043.0;11589.0;12141.0;12581.0;12862.0;13055.0;13303.0;13450.0;13773.0;14169.0;5453.0;3.0;1.0;2.0;6082.0;3833.0;2285.0;487.0;8.930863744727672;8.068952869979828;0.8619108747478452;569.0;10.434623143223913;9.40766550522648;1.0269576379974326;674.0;12.360168714469099;11.333211076471667;1.0269576379974326;781.0;14.322391344214195;12.869321774386531;1.1003117549972492;767.0;14.065651934714836;12.928663121217678;1.1369888134971575;0.05501558774986246;1015.0;18.613607188703465;15.751267352445508;1.430405281496424;0.018338529249954154;1054.0;19.32880982945168;15.15865405531363;1.3753896937465615;0.03667705849990831
Cubas de la Sagra;28;Madrid;28050;11.0;95.0;4.59802399220558;3.54850314210875;15.0;100.0;4.62359943977591;3.79310344827586;17.0;111.0;4.84574111334675;3.71287128712871;18.0;102.0;4.94117647058824;3.79583333333333;17.0;104.0;5.1109943977591;4.33962264150943;19.0;126.0;5.22710265662461;4.21875;18.0;113.0;5.19765312645596;4.53433835845896;Madrid, Comunidad de;2421.0;2637.0;2851.0;3164.0;3677.0;4109.0;4499.0;4743.0;5004.0;5332.0;5525.0;5738.0;5875.0;5971.0;6112.0;6310.0;6413.0;6539.0;6642.0;6698.0;2248.0;9.0;18.0;13.0;2952.0;5421.0;10333.0;106.0;4.715302491103203;0.4893238434163701;2.8365109220462323;115.0;5.115658362989324;0.6672597864768683;3.2345703288076355;128.0;5.693950177935943;0.7562277580071174;3.6113574520014247;120.0;5.338078291814947;0.800711743772242;3.8295514537892696;121.0;5.382562277580071;0.7562277580071174;3.9393673458988454;0.400355871886121;145.0;6.450177935943061;0.8451957295373665;4.817932742879729;0.800711743772242;131.0;5.827402135231317;0.800711743772242;4.874706691861261;0.5782918149466192
Cubelles;8;Barcelona;8074;500.0;118.0;6.18810344827586;4.85;603.0;137.0;6.25;5.31744946808511;671.0;145.0;6.59623015873016;5.74175824175824;717.0;157.0;6.87824074074074;5.91312959818902;713.0;163.0;7.48030891638966;6.55347452574526;933.0;184.0;7.892904724683;6.6070688225539;955.0;200.0;8.13321596244131;6.86425469691599;Cataluña;8548.0;9549.0;10617.0;11835.0;12773.0;13243.0;13711.0;13995.0;14293.0;14375.0;14528.0;14481.0;14420.0;14608.0;14715.0;14992.0;15329.0;15770.0;16051.0;16386.0;9786.0;120.5;238.5;223.0;25216.0;25021.0;36862.0;618.0;6.315144083384427;5.109339873288371;1.2058042100960555;740.0;7.561823012466789;6.161863887185776;1.3999591252810137;816.0;8.338442673206622;6.856734109952994;1.4817085632536275;874.0;8.931126098508074;7.326793378295524;1.6043327202125486;876.0;8.951563458001226;7.285918659309218;1.665644798692009;1.583895360719395;1117.0;11.414265276926221;9.534028203556101;1.8802370733701206;2.7386061720825667;1155.0;11.802575107296137;9.75883915798079;2.0437359493153484;2.2787655834866136
