;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2015;Total_vu_2015;Alquiler_mes_vc_m2_2015;Alquiler_mes_vu_m2_2015;Total_vc_2016;Total_vu_2016;Alquiler_mes_vc_m2_2016;Alquiler_mes_vu_m2_2016;Total_vc_2017;Total_vu_2017;Alquiler_mes_vc_m2_2017;Alquiler_mes_vu_m2_2017;Total_vc_2018;Total_vu_2018;Alquiler_mes_vc_m2_2018;Alquiler_mes_vu_m2_2018;Total_vc_2019;Total_vu_2019;Alquiler_mes_vc_m2_2019;Alquiler_mes_vu_m2_2019;Total_vc_2020;Total_vu_2020;Alquiler_mes_vc_m2_2020;Alquiler_mes_vu_m2_2020;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2003;Poblacion_2004;Poblacion_2005;Poblacion_2006;Poblacion_2007;Poblacion_2008;Poblacion_2009;Poblacion_2010;Poblacion_2011;Poblacion_2012;Poblacion_2013;Poblacion_2014;Poblacion_2015;Poblacion_2016;Poblacion_2017;Poblacion_2018;Poblacion_2019;Poblacion_2020;Poblacion_2021;Poblacion_2022;Inmuebles_totales;Viviendas_turisticas_2020;Viviendas_turisticas_2021;Viviendas_turisticas_2022;Turistas_2020;Turistas_2021;Turistas_2022;Total_casas_alquiler_2015;Porcentaje_viviendas_alquiler_2015;Porcentaje_vc_alquiler_2015;Porcentaje_vu_alquiler_2015;Total_casas_alquiler_2016;Porcentaje_viviendas_alquiler_2016;Porcentaje_vc_alquiler_2016;Porcentaje_vu_alquiler_2016;Total_casas_alquiler_2017;Porcentaje_viviendas_alquiler_2017;Porcentaje_vc_alquiler_2017;Porcentaje_vu_alquiler_2017;Total_casas_alquiler_2018;Porcentaje_viviendas_alquiler_2018;Porcentaje_vc_alquiler_2018;Porcentaje_vu_alquiler_2018;Total_casas_alquiler_2019;Porcentaje_viviendas_alquiler_2019;Porcentaje_vc_alquiler_2019;Porcentaje_vu_alquiler_2019;Porcentaje_viviendas_turisticas_2020;Total_casas_alquiler_2020;Porcentaje_viviendas_alquiler_2020;Porcentaje_vc_alquiler_2020;Porcentaje_vu_alquiler_2020;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021;Porcentaje_viviendas_turisticas_2022
Santiago-Pontones;23;Jaén;23904;87.65625;3.0;2.774612338891074;2.520189811800893;99.53968253968254;5.0;2.8190582964905437;2.545159295115002;1.0;3.0;2.864451400960327;2.5188024614885145;1.0;4.0;2.8482157612028445;2.5561737355806637;2.0;2.0;3.0178965898465147;2.6160487498832357;3.0;5.0;2.9986543985215848;2.4959153256882165;3.0;8.0;3.146629172627617;2.5276834578041276;Andalucía;4230.0;4172.0;4131.0;4040.0;3944.0;3884.0;3758.0;3702.0;3655.0;3565.0;3491.0;3422.0;3338.0;3229.0;3108.0;3060.0;2956.0;2911.0;2832.0;2777.0;2419.0;16.0;40.0;40.0;6118.0;12066.0;12015.0;90.65625;3.7476746589499794;3.6236564696155438;0.12401818933443572;104.53968253968254;4.3216073807227176;4.114910398498658;0.20669698222405952;4.0;0.1653575857792476;0.0413393964448119;0.12401818933443572;5.0;0.20669698222405952;0.0413393964448119;0.1653575857792476;4.0;0.1653575857792476;0.0826787928896238;0.0826787928896238;0.6614303431169904;8.0;0.3307151715584952;0.12401818933443572;0.20669698222405952;1.6535758577924762;11.0;0.454733360892931;0.12401818933443572;0.3307151715584952;1.6535758577924762
Santillana del Mar;39;Cantabria;39076;9.0;19.0;4.436183947230442;4.01420430730306;7.0;25.0;4.520467158625316;3.71412359010344;8.0;25.0;4.621860041083089;3.41351969324562;6.0;23.0;4.640386723129416;4.52720419534579;9.0;33.0;4.851932516999619;4.55412064668084;12.0;37.0;4.39251112856769;4.95000495000495;13.0;39.0;5.03424657534247;5.06756756756757;Cantabria;3956.0;4006.0;4022.0;3983.0;4007.0;4049.0;4021.0;4040.0;4029.0;4210.0;4215.0;4197.0;4203.0;4184.0;4154.0;4172.0;4207.0;4229.0;4231.0;4250.0;1702.0;120.5;238.5;246.0;6631.0;10154.0;24121.0;28.0;1.645123384253819;0.5287896592244419;1.1163337250293772;32.0;1.8801410105757932;0.4112808460634548;1.4688601645123385;33.0;1.9388954171562867;0.4700352526439483;1.4688601645123385;29.0;1.7038777908343126;0.3525264394829612;1.3513513513513513;42.0;2.4676850763807288;0.5287896592244419;1.9388954171562867;2.164064738601302;49.0;2.8789659224441833;0.7050528789659224;2.1739130434782608;4.221006802768348;52.0;3.055229142185664;0.763807285546416;2.291421856639248;4.391076458889331
Santiponce;41;Sevilla;41089;23.0;58.0;4.2218875502008;3.49616858237548;28.0;76.0;4.36893203883495;3.7037037037037;30.0;88.0;4.69879518072289;3.77358490566038;32.0;100.0;4.60526315789474;3.80952380952381;37.0;97.0;5.13581223628692;3.92915499533147;43.0;119.0;5.28950550573941;4.04199110122358;42.0;132.0;5.26325757575758;4.04199110122358;Andalucía;7278.0;7428.0;7558.0;7742.0;7794.0;7948.0;8135.0;8238.0;8366.0;8397.0;8382.0;8439.0;8453.0;8442.0;8445.0;8442.0;8554.0;8538.0;8491.0;8507.0;3461.0;4.0;6.0;8.0;3927.0;4356.0;8358.0;81.0;2.3403640566310315;0.6645478185495521;1.6758162380814794;104.0;3.0049118751805834;0.8090147356255417;2.1958971395550417;118.0;3.4094192429933545;0.8668015024559376;2.542617740537417;132.0;3.8139266108061256;0.9245882692863334;2.889338341519792;134.0;3.8717133776365213;1.069055186362323;2.8026581912741984;0.11557353366079168;162.0;4.680728113262063;1.2424154868535104;3.4383126264085524;0.17336030049118753;174.0;5.027448714244438;1.2135221034383126;3.8139266108061256;0.23114706732158335
Santisteban del Puerto;23;Jaén;23079;4.0;3.0;2.774612338891074;2.520189811800893;4.0;5.0;2.8190582964905437;2.545159295115002;4.0;5.0;2.864451400960327;2.5188024614885145;8.0;5.0;2.8482157612028445;2.5561737355806637;8.0;5.0;3.0178965898465147;2.6160487498832357;15.0;7.0;2.28571428571429;2.4959153256882165;14.0;9.0;2.46840521430784;2.5276834578041276;Andalucía;4835.0;4787.0;4840.0;4959.0;4927.0;4918.0;4860.0;4837.0;4806.0;4788.0;4758.0;4712.0;4666.0;4621.0;4566.0;4520.0;4472.0;4463.0;4472.0;4434.0;2685.0;2.0;4.0;6.0;4491.0;734.0;4493.0;7.0;0.260707635009311;0.148975791433892;0.11173184357541899;9.0;0.33519553072625696;0.148975791433892;0.186219739292365;9.0;0.33519553072625696;0.148975791433892;0.186219739292365;13.0;0.48417132216014896;0.297951582867784;0.186219739292365;13.0;0.48417132216014896;0.297951582867784;0.186219739292365;0.074487895716946;22.0;0.819366852886406;0.5586592178770949;0.260707635009311;0.148975791433892;23.0;0.8566108007448789;0.521415270018622;0.33519553072625696;0.22346368715083798
Santo Domingo de la Calzada;26;Rioja, La;26138;106.0;1.0;3.45016636418633;2.886083329950138;121.0;2.0;3.33333333333333;2.793568222088895;129.0;5.0;3.28568572570972;2.990863937051569;146.0;2.0;3.27868852459016;3.0644436899003535;155.0;1.0;3.60722891566265;3.201119466281567;210.0;1.0;3.65853658536585;3.2319052278381775;210.0;1.0;3.65859756707378;3.336079012169648;Rioja, La;5904.0;6069.0;6245.0;6385.0;6537.0;6698.0;6780.0;6737.0;6694.0;6671.0;6614.0;6520.0;6401.0;6369.0;6298.0;6231.0;6238.0;6276.0;6222.0;6242.0;5368.0;26.0;49.0;48.0;2460.0;3166.0;6732.0;107.0;1.9932935916542474;1.9746646795827123;0.018628912071535022;123.0;2.2913561847988078;2.2540983606557377;0.037257824143070044;134.0;2.496274217585693;2.403129657228018;0.09314456035767511;148.0;2.7570789865871834;2.7198211624441133;0.037257824143070044;156.0;2.9061102831594634;2.8874813710879286;0.018628912071535022;0.4843517138599106;211.0;3.9307004470938898;3.9120715350223545;0.018628912071535022;0.912816691505216;211.0;3.9307004470938898;3.9120715350223545;0.018628912071535022;0.8941877794336811
Santomera;30;Murcia;30901;154.0;43.0;3.04347826086956;3.08264566141535;181.0;63.0;3.03300865800866;3.03226478494624;224.0;72.0;3.03030303030303;2.83018867924528;240.0;82.0;3.08641975308642;3.03030303030303;242.0;90.0;3.30188679245283;3.24074074074074;306.0;110.0;3.33333333333333;3.16455696202532;308.0;115.0;3.56332124524914;3.26666666666667;Murcia, Región de;12434.0;12777.0;13417.0;13919.0;14323.0;14948.0;15319.0;15481.0;15649.0;15709.0;15793.0;15860.0;16012.0;15952.0;16058.0;16105.0;16206.0;16270.0;16154.0;16125.0;6559.0;5.0;10.0;8.0;25092.0;15143.0;20389.0;197.0;3.0035066321085533;2.3479188900747063;0.6555877420338466;244.0;3.720079280378106;2.7595670071657263;0.96051227321238;296.0;4.5128830614422935;3.4151547491995733;1.09772831224272;322.0;4.909284951974386;3.6590943741424;1.2501905778319866;332.0;5.061747217563653;3.689586827260253;1.3721603903033999;0.07623113279463332;416.0;6.342430248513493;4.6653453270315595;1.6770849214819332;0.15246226558926665;423.0;6.44915383442598;4.695837780149413;1.7533160542765664;0.12196981247141332
Santos de Maimona, Los;6;Badajoz;6122;9.0;21.0;2.6882137407075435;2.74490403771925;15.0;26.0;2.10101867572156;2.59863945578231;21.0;26.0;2.13021778584392;2.64237451737452;22.0;34.0;2.1551724137931;2.68595041322314;25.0;24.0;2.48864809081527;2.75423728813559;35.0;37.0;2.44170641229465;2.76306458871071;42.0;35.0;2.58939974457216;2.67857142857143;Extremadura;7862.0;7911.0;7982.0;8036.0;8087.0;8107.0;8193.0;8242.0;8244.0;8245.0;8231.0;8249.0;8254.0;8218.0;8137.0;8126.0;8091.0;8075.0;8064.0;8072.0;3692.0;0.0;0.0;0.0;8399.0;5941.0;8319.0;30.0;0.8125677139761647;0.2437703141928494;0.5687973997833152;41.0;1.1105092091007585;0.40628385698808234;0.704225352112676;47.0;1.2730227518959913;0.5687973997833152;0.704225352112676;56.0;1.5167930660888407;0.5958829902491874;0.9209100758396533;49.0;1.3271939328277356;0.6771397616468039;0.6500541711809318;0.0;72.0;1.9501625135427951;0.9479956663055255;1.0021668472372698;0.0;77.0;2.085590465872156;1.1375947995666305;0.9479956663055255;0.0
Santos de la Humosa, Los;28;Madrid;28137;6.0;49.0;5.711272371296675;4.25035721575832;14.0;60.0;3.88888888888889;4.17471819645733;10.0;66.0;4.16666666666667;4.32432432432432;14.0;66.0;4.14351851851852;4.34782608695652;14.0;62.0;4.35964912280702;4.71014492753623;21.0;88.0;4.82217772692601;4.51217494089834;25.0;87.0;5.27272727272727;4.92957746478873;Madrid, Comunidad de;1078.0;1273.0;1400.0;1444.0;1682.0;1997.0;2139.0;2165.0;2297.0;2367.0;2421.0;2445.0;2389.0;2435.0;2486.0;2542.0;2590.0;2694.0;2729.0;2751.0;1149.0;0.0;0.0;0.0;7031.0;18722.0;19729.0;55.0;4.786771105308964;0.5221932114882507;2.8365109220462323;74.0;6.440382941688425;1.2184508268059182;3.2345703288076355;76.0;6.614447345517841;0.8703220191470844;3.6113574520014247;80.0;6.962576153176675;1.2184508268059182;3.8295514537892696;76.0;6.614447345517841;1.2184508268059182;3.9393673458988454;0.0;109.0;9.48651000870322;1.8276762402088773;4.817932742879729;0.0;112.0;9.747606614447346;2.175805047867711;4.874706691861261;0.0
Santovenia de Pisuerga;47;Valladolid;47155;104.0;33.0;4.27631578947368;3.72101073035652;123.0;36.0;4.35855263157895;3.6046511627907;139.0;34.0;4.42893217893218;3.7037037037037;165.0;36.0;4.43393987341772;3.71621621621622;158.0;43.0;4.93589743589744;4.11668305473615;250.0;52.0;4.94625150588453;3.96039603960396;263.0;53.0;5.0;4.21348314606742;Castilla y León;2719.0;2688.0;2908.0;3079.0;3260.0;3415.0;3732.0;3845.0;3965.0;4005.0;4023.0;4155.0;4203.0;4241.0;4298.0;4346.0;4480.0;4604.0;4604.0;4612.0;2157.0;2.0;4.0;2.0;2804.0;1637.0;839.0;137.0;6.351414000927214;4.821511358368104;1.5299026425591098;159.0;7.37134909596662;5.702364394993046;1.6689847009735743;173.0;8.020398701900788;6.444135373203523;1.5762633286972647;201.0;9.318497913769123;7.649513212795549;1.6689847009735743;201.0;9.318497913769123;7.324988409828466;1.9935095039406583;0.0927213722763097;302.0;14.000927213722763;11.590171534538712;2.410755679184052;0.1854427445526194;316.0;14.649976819656931;12.192860454334724;2.457116365322207;0.0927213722763097
Santoña;39;Cantabria;39079;167.0;4.0;4.37196601941748;3.8105273171843725;208.0;6.0;4.54545454545455;3.864844509768059;233.0;5.0;4.61032388663968;3.706594877528581;253.0;6.0;4.9795705618466;3.843694752854037;269.0;6.0;5.04097433690807;4.021105875657109;348.0;6.0;5.16666666666667;4.016295071497967;364.0;6.0;5.36674347158218;4.11432755322461;Cantabria;11646.0;11521.0;11592.0;11534.0;11574.0;11601.0;11569.0;11584.0;11465.0;11451.0;11382.0;11222.0;11088.0;11085.0;11004.0;11050.0;11024.0;11019.0;11011.0;10857.0;7891.0;81.0;171.0;219.0;6432.0;13308.0;16654.0;171.0;2.167025725510075;2.116335065264225;0.0506906602458497;214.0;2.711950323152959;2.6359143327841843;0.07603599036877455;238.0;3.0160942846280574;2.9527309593207454;0.06336332530731213;259.0;3.282220250918768;3.2061842605499935;0.07603599036877455;275.0;3.484982891902167;3.4089469015333926;0.07603599036877455;1.0264858699784565;354.0;4.486123431757699;4.410087441388924;0.07603599036877455;2.167025725510075;370.0;4.688886072741098;4.612850082372323;0.07603599036877455;2.7753136484602714
Santpedor;8;Barcelona;8192;169.0;53.0;4.73684210526316;4.15988683127572;189.0;59.0;4.71657754010695;4.39161588428313;222.0;68.0;4.84615384615385;4.50819672131148;238.0;67.0;5.03804347826087;4.33475293475293;239.0;63.0;5.40802025862069;4.65197028423773;285.0;73.0;5.72380952380952;4.56669164823009;299.0;77.0;5.93333333333333;4.88235294117647;Cataluña;5610.0;5828.0;6037.0;6263.0;6557.0;6787.0;6875.0;7071.0;7185.0;7187.0;7346.0;7384.0;7459.0;7520.0;7496.0;7532.0;7554.0;7604.0;7566.0;7612.0;3046.0;0.0;2.0;3.0;5875.0;3256.0;3572.0;222.0;7.288246881155614;5.548260013131976;1.7399868680236377;248.0;8.141825344714379;6.2048588312541035;1.9369665134602758;290.0;9.520682862770848;7.288246881155614;2.2324359816152333;305.0;10.013131976362443;7.813525935653316;2.199606040709127;302.0;9.914642153644124;7.846355876559422;2.068286277084701;0.0;358.0;11.75311884438608;9.356533158240316;2.396585686145765;0.06565988181221274;376.0;12.344057780695994;9.816152330925805;2.5279054497701905;0.0984898227183191
Sanxenxo;36;Pontevedra;36051;197.0;37.0;4.2260781181937;3.03030303030303;208.0;44.0;4.16666666666667;2.98507462686567;254.0;43.0;4.44444444444444;3.04671562627499;266.0;39.0;4.58762886597938;3.00416522040958;287.0;41.0;4.81885639458752;3.05542378562181;400.0;58.0;4.93421052631579;3.26797385620915;429.0;68.0;5.08474576271186;3.17802316186372;Galicia;16312.0;16424.0;16598.0;16914.0;17077.0;17216.0;17315.0;17500.0;17586.0;17604.0;17582.0;17543.0;17391.0;17314.0;17241.0;17212.0;17347.0;17414.0;17635.0;17760.0;17032.5;120.5;238.5;246.0;50515.0;63498.5;87215.5;234.0;1.3363028953229399;1.1250071383701674;0.21129575695277256;252.0;1.4390954257323967;1.1878247958426131;0.25127062988978355;297.0;1.6960767517560391;1.4505168180001142;0.24555993375592486;305.0;1.7417623208269088;1.5190451716064188;0.22271714922049;328.0;1.8731083319056594;1.6389697904174518;0.23413854148820742;2.164064738601302;458.0;2.6154988293072927;2.284278453543487;0.3312203757638056;4.221006802768348;497.0;2.8382159785277827;2.4498886414253898;0.38832733710239276;4.391076458889331
